,Precios,Dias,Recargo,TNA,Cuota,InflacionAcum,Desc.Infl,Pagos,RRecargo,TRealA
0,10614,0,0.0,0.0,0.0,0.0,10614.0,0.0,-1.0,-1.0
1,14518,90,0.367816091954023,2.500344869653061,4839.333333333333,0.36393802900000005,10644.178614657572,11846.54857902883,0.11612479546154408,0.5518545915967326
2,17890,180,0.6855097041643112,1.840942962832064,2981.6666666666665,0.8603269469524046,9616.589185738278,12650.475251164715,0.19186689760360975,0.4205467016032536
3,21596,270,1.0346711889956661,1.5782536861775593,2399.5555555555557,1.5373706693218505,8511.172711621139,13338.254116594151,0.25666611236048165,0.35610465028359606
4,25570,360,1.4090823440738647,1.4090823440738647,2130.8333333333335,2.460816349557255,7388.430190255889,13900.282729162165,0.30961774346732285,0.30961774346732285
